id_driver,date_registration,driver_rating,gold_level_count,receive_marketing,country,service_type,month
23581615,10/5/2017,4.64,25,TRUE,Spain,TAXI,October
13676572,2/13/2015,4.94,119,TRUE,Gremany,TAXI,February
14136405,5/13/2015,4.94,50,TRUE,Spain,TAXI,May
8160185,10/28/2013,4.8,50,TRUE,Spain,TAXI,October
13553255,1/21/2015,4.87,0,TRUE,Gremany,TAXI,January
28291469,5/18/2018,4.9,54,TRUE,Gremany,TAXI,May
16386241,3/14/2016,4.9,85,TRUE,Spain,TAXI,March
7923940,10/10/2013,4.89,27,FALSE,Gremany,TAXI,October
2245,5/29/2011,4.92,9,TRUE,Gremany,TAXI,May
16224147,2/24/2016,4.97,9,FALSE,Gremany,TAXI,February
19972432,1/9/2014,4.87,1,TRUE,Spain,TAXI,January
25642243,2/20/2018,4.92,32,TRUE,Spain,TAXI,February
29557035,6/21/2018,4.94,10,TRUE,Spain,TAXI,June
24304589,11/24/2017,4.98,8,FALSE,Gremany,TAXI,November
19658428,1/11/2017,4.91,30,FALSE,Gremany,TAXI,January
32874177,10/31/2018,4.96,21,TRUE,Spain,TAXI,October
55061218,11/1/2019,4.79,0,TRUE,Gremany,PHV,November
6783727,7/25/2013,4.97,68,TRUE,Spain,TAXI,July
14186745,5/20/2015,4.94,110,TRUE,Gremany,TAXI,May
5292043,4/19/2013,4.93,1,TRUE,Gremany,TAXI,April
3837422,1/3/2013,4.72,1,TRUE,Gremany,TAXI,January
14289428,6/10/2015,4.97,2,TRUE,Gremany,TAXI,June
19800122,4/11/2013,4.92,16,TRUE,Spain,TAXI,April
54886292,10/25/2019,4.85,0,TRUE,Gremany,PHV,October
31414303,8/20/2018,4.92,4,TRUE,Gremany,TAXI,August
18689728,10/13/2016,4.98,37,TRUE,Gremany,TAXI,October
56168624,12/18/2019,4.97,0,TRUE,Gremany,PHV,December
20412801,1/27/2016,4.82,11,FALSE,Spain,TAXI,January
16844766,4/26/2016,4.93,10,TRUE,Spain,TAXI,April
12708886,10/22/2014,4.97,1,FALSE,Spain,TAXI,October
50521122,5/16/2019,4.72,4,FALSE,Gremany,TAXI,May
24467660,12/4/2017,4.88,60,TRUE,Gremany,TAXI,December
29318019,6/15/2018,4.94,28,TRUE,Gremany,TAXI,June
32537013,10/15/2018,4.85,1,TRUE,Gremany,TAXI,October
32425270,10/10/2018,4.8,17,TRUE,Spain,TAXI,October
24623517,12/14/2017,4.93,16,TRUE,Gremany,TAXI,December
5335582,4/22/2013,4.95,8,TRUE,Spain,TAXI,April
14768202,9/17/2015,4.79,0,TRUE,Gremany,TAXI,September
24258054,11/20/2017,4.9,0,TRUE,Gremany,TAXI,November
52698013,7/23/2019,4.76,8,TRUE,Spain,TAXI,July
18414163,9/22/2016,4.91,11,TRUE,Gremany,TAXI,September
20960418,5/4/2017,4.91,46,TRUE,Spain,TAXI,May
31966145,9/18/2018,4.82,4,TRUE,Spain,TAXI,September
15168114,11/5/2015,4.96,40,TRUE,Gremany,TAXI,November
9845839,2/28/2014,4.94,5,TRUE,Gremany,TAXI,February
113,5/29/2011,4.92,24,FALSE,Gremany,TAXI,May
57326353,2/6/2020,4.91,10,TRUE,Gremany,PHV,February
58290710,3/20/2020,4.92,8,TRUE,Gremany,PHV,March
8678935,12/6/2013,4.75,7,TRUE,Gremany,TAXI,December
51849243,6/20/2019,4.89,6,FALSE,Spain,TAXI,June
18090761,8/22/2016,4.94,0,FALSE,Gremany,TAXI,August
55459660,11/20/2019,5,0,TRUE,Gremany,PHV,November
1807688,8/10/2012,4.95,44,TRUE,Gremany,TAXI,August
15592443,12/23/2015,5,2,TRUE,Gremany,TAXI,December
14325306,6/18/2015,4.93,42,TRUE,Gremany,TAXI,June
16528905,3/29/2016,4.77,5,TRUE,Spain,TAXI,March
54842027,10/23/2019,4.93,0,TRUE,Gremany,PHV,October
34844273,2/5/2019,4.94,12,FALSE,Spain,TAXI,February
19907928,5/18/2016,4.96,2,TRUE,Spain,TAXI,May
17166293,5/26/2016,4.97,7,TRUE,Gremany,TAXI,May
23419111,9/25/2017,4.93,9,TRUE,Gremany,TAXI,September
22433166,7/19/2017,4.81,22,TRUE,Spain,TAXI,July
23461558,9/28/2017,4.91,3,FALSE,Gremany,TAXI,September
19058940,11/15/2016,4.99,0,TRUE,Gremany,TAXI,November
24742764,12/21/2017,4.94,37,FALSE,Spain,TAXI,December
19856979,2/7/2017,4.94,68,TRUE,Gremany,TAXI,February
55592562,11/26/2019,4.99,0,TRUE,Gremany,PHV,November
20818480,4/25/2017,5,57,TRUE,Gremany,TAXI,April
21296868,5/18/2017,4.97,10,FALSE,Gremany,TAXI,May
21997074,6/22/2017,4.86,27,TRUE,Spain,TAXI,June
14405990,7/6/2015,4.98,14,TRUE,Gremany,TAXI,July
247389,8/8/2011,4.97,60,TRUE,Gremany,TAXI,August
48715564,4/3/2019,4.92,0,TRUE,Spain,TAXI,April
51319059,6/14/2019,4.94,0,FALSE,Gremany,TAXI,June
16949373,5/6/2016,4.99,12,TRUE,Gremany,TAXI,May
53058328,8/9/2019,4.63,2,TRUE,Gremany,PHV,August
31882358,9/14/2018,4.94,20,TRUE,Spain,TAXI,September
17214300,5/30/2016,4.97,17,FALSE,Gremany,TAXI,May
16340836,3/9/2016,4.84,133,TRUE,Spain,TAXI,March
24149015,11/13/2017,5,0,FALSE,Gremany,TAXI,November
19923770,2/15/2017,4.98,89,TRUE,Gremany,TAXI,February
56643563,1/3/2020,4.74,0,TRUE,Gremany,PHV,January
16398755,3/16/2016,4.98,68,TRUE,Spain,TAXI,March
25136469,1/16/2018,4.94,14,FALSE,Spain,TAXI,January
31808137,9/10/2018,4.98,13,TRUE,Gremany,TAXI,September
9736695,2/18/2014,4.99,0,FALSE,Gremany,TAXI,February
56742065,1/9/2020,4.99,0,TRUE,Gremany,PHV,January
56745694,1/9/2020,4.89,0,TRUE,Gremany,PHV,January
16163322,2/17/2016,4.95,45,TRUE,Spain,TAXI,February
33074806,11/9/2018,4.89,14,TRUE,Gremany,TAXI,November
13973703,4/16/2015,4.94,0,TRUE,Gremany,TAXI,April
1123505,4/3/2012,4.73,5,TRUE,Gremany,TAXI,April
17255588,6/3/2016,4.97,11,TRUE,Spain,TAXI,June
16543514,3/31/2016,4.78,23,TRUE,Gremany,TAXI,March
16211610,2/22/2016,4.88,39,TRUE,Gremany,TAXI,February
24396152,11/30/2017,4.97,10,TRUE,Spain,TAXI,November
24366400,11/28/2017,4.85,0,TRUE,Gremany,TAXI,November
55013490,10/30/2019,4.99,0,TRUE,Gremany,PHV,October
20402391,3/23/2017,4.96,14,TRUE,Spain,TAXI,March
55442785,11/19/2019,4.94,0,TRUE,Gremany,PHV,November
620340,1/20/2012,5,8,TRUE,Gremany,TAXI,January
55589164,11/26/2019,4.95,0,TRUE,Gremany,PHV,November
52036690,6/27/2019,4.97,1,FALSE,Spain,TAXI,June
25662389,2/21/2018,4.92,0,TRUE,Spain,TAXI,February
15000975,10/19/2015,4.92,21,TRUE,Gremany,TAXI,October
15340193,11/27/2015,4.93,35,TRUE,Spain,TAXI,November
13662254,2/10/2015,4.7,9,FALSE,Gremany,TAXI,February
32410854,10/9/2018,4.91,36,FALSE,Gremany,TAXI,October
54170483,9/26/2019,4.94,0,TRUE,Gremany,PHV,September
14682768,9/1/2015,4.92,16,TRUE,Gremany,TAXI,September
16239411,2/26/2016,4.99,10,TRUE,Gremany,TAXI,February
26736422,3/27/2018,4.69,4,FALSE,Gremany,TAXI,March
11004531,6/17/2014,4.96,15,TRUE,Gremany,TAXI,June
48596549,3/29/2019,4.96,0,FALSE,Gremany,TAXI,March
22060364,6/26/2017,4.87,100,TRUE,Gremany,TAXI,June
16391388,3/15/2016,4.93,8,FALSE,Gremany,TAXI,March
25003067,1/4/2018,4.91,15,TRUE,Gremany,TAXI,January
32533702,10/15/2018,4.97,1,FALSE,Gremany,TAXI,October
22206986,7/5/2017,4.98,52,TRUE,Gremany,TAXI,July
19760126,9/1/2014,4.95,120,TRUE,Spain,TAXI,September
20511947,6/15/2016,4.82,26,TRUE,Spain,TAXI,June
14091550,5/7/2015,4.95,1,TRUE,Gremany,TAXI,May
19968161,2/20/2017,4.96,120,TRUE,Gremany,TAXI,February
21047060,5/10/2017,4.28,36,TRUE,Spain,TAXI,May
13548477,1/20/2015,4.97,25,TRUE,Gremany,TAXI,January
1011553,2/21/2012,4.63,1,TRUE,Spain,TAXI,February
32859240,10/30/2018,4.97,18,TRUE,Spain,TAXI,October
29724713,6/25/2018,4.92,1,TRUE,Gremany,TAXI,June
50678787,5/22/2019,5,0,TRUE,Spain,TAXI,May
50320645,5/7/2019,4.91,12,TRUE,Gremany,TAXI,May
57169869,1/30/2020,4.92,0,TRUE,Spain,TAXI,January
13094768,11/28/2014,4.98,13,FALSE,Gremany,TAXI,November
57598603,2/18/2020,4.95,0,TRUE,Gremany,PHV,February
1331533,6/5/2012,4.95,67,TRUE,Gremany,TAXI,June
31967485,9/18/2018,4.93,1,TRUE,Gremany,TAXI,September
48543748,3/26/2019,4.84,8,TRUE,Spain,TAXI,March
19911157,1/26/2015,4.93,2,TRUE,Spain,TAXI,January
53053841,8/9/2019,4.88,1,TRUE,Gremany,PHV,August
242373,8/4/2011,4.88,27,TRUE,Gremany,TAXI,August
3173801,11/27/2012,5,31,TRUE,Gremany,TAXI,November
57017281,1/23/2020,4.84,0,TRUE,Spain,TAXI,January
2008344,8/28/2012,4.99,8,TRUE,Gremany,TAXI,August
32564520,10/17/2018,4.89,38,TRUE,Spain,TAXI,October
5173199,4/11/2013,4.99,8,TRUE,Spain,TAXI,April
16034905,2/2/2016,4.91,5,FALSE,Gremany,TAXI,February
13122488,12/1/2014,4.93,33,TRUE,Gremany,TAXI,December
16040216,2/3/2016,4.9,2,FALSE,Gremany,TAXI,February
19992411,4/25/2013,4.97,0,TRUE,Spain,TAXI,April
56765665,1/10/2020,4.95,0,TRUE,Gremany,PHV,January
54723511,10/18/2019,5,0,TRUE,Gremany,PHV,October
16644093,4/8/2016,4.76,10,TRUE,Gremany,TAXI,April
25296540,1/30/2018,4.89,0,TRUE,Spain,TAXI,January
32394202,10/8/2018,4.93,1,TRUE,Spain,TAXI,October
10606797,5/9/2014,4.99,43,TRUE,Gremany,TAXI,May
33339914,11/22/2018,4.94,3,TRUE,Spain,TAXI,November
16392942,3/15/2016,4.93,66,TRUE,Gremany,TAXI,March
55629967,11/28/2019,4.87,0,TRUE,Gremany,TAXI,November
14417350,7/8/2015,4.97,1,TRUE,Spain,TAXI,July
57972732,3/3/2020,4.91,4,TRUE,Spain,TAXI,March
50338008,5/8/2019,4.86,8,TRUE,Spain,TAXI,May
50322700,5/7/2019,4.94,22,TRUE,Spain,TAXI,May
589206,1/9/2012,4.97,8,TRUE,Gremany,TAXI,January
32853878,10/30/2018,4.8,0,TRUE,Gremany,TAXI,October
48698967,4/2/2019,4.95,13,FALSE,Gremany,TAXI,April
34381731,1/9/2019,4.93,42,TRUE,Spain,TAXI,January
15678781,12/31/2015,4.85,21,TRUE,Spain,TAXI,December
57504893,2/14/2020,5,0,TRUE,Gremany,PHV,February
19716503,1/19/2017,4.88,38,FALSE,Gremany,TAXI,January
19211877,11/30/2016,4.72,11,TRUE,Spain,TAXI,November
55592186,11/26/2019,4.73,0,TRUE,Gremany,PHV,November
51009804,6/3/2019,4.96,0,TRUE,Spain,TAXI,June
47678857,3/12/2019,4.98,0,TRUE,Gremany,TAXI,March
16391420,3/15/2016,4.87,0,TRUE,Gremany,TAXI,March
8163960,10/28/2013,4.73,0,TRUE,Gremany,TAXI,October
27770137,4/30/2018,4.73,0,TRUE,Gremany,TAXI,April
31071332,8/3/2018,4.78,7,TRUE,Spain,TAXI,August
19724565,1/20/2017,4.8,59,TRUE,Gremany,TAXI,January
26377423,3/16/2018,4.97,0,FALSE,Gremany,TAXI,March
57498189,2/14/2020,4.73,0,TRUE,Gremany,PHV,February
57346252,2/7/2020,4.93,0,TRUE,Gremany,PHV,February
4504405,2/21/2013,4.93,40,TRUE,Gremany,TAXI,February
55138477,11/4/2019,4.92,0,TRUE,Gremany,PHV,November
406941,11/4/2011,4.73,0,TRUE,Gremany,TAXI,November
57020997,1/23/2020,4.98,2,FALSE,Gremany,TAXI,January
10886771,6/5/2014,4.98,0,FALSE,Gremany,TAXI,June
987962,2/16/2012,4.99,9,TRUE,Gremany,TAXI,February
56847116,1/14/2020,4.98,1,TRUE,Spain,TAXI,January
53434991,8/26/2019,4.88,12,TRUE,Gremany,PHV,August
23989290,11/2/2017,4.8,10,FALSE,Gremany,TAXI,November
53822408,9/12/2019,5,0,FALSE,Gremany,TAXI,September
18587351,10/6/2016,4.96,3,TRUE,Gremany,TAXI,October
24478738,12/5/2017,4.88,2,TRUE,Gremany,TAXI,December
55462747,11/20/2019,4.87,0,FALSE,Gremany,TAXI,November
34391127,1/10/2019,4.95,7,TRUE,Spain,TAXI,January
16231906,2/25/2016,4.9,1,TRUE,Gremany,TAXI,February
31037095,8/1/2018,4.91,35,TRUE,Spain,TAXI,August
27460187,4/20/2018,4.91,28,TRUE,Gremany,TAXI,April
22445819,7/20/2017,4.92,1,TRUE,Gremany,TAXI,July
56716042,1/7/2020,5,0,FALSE,Gremany,TAXI,January
24641933,12/15/2017,4.98,6,TRUE,Gremany,TAXI,December
13771034,3/3/2015,4.93,5,TRUE,Gremany,TAXI,March
50637702,5/20/2019,4.7,2,TRUE,Spain,TAXI,May
22661317,8/4/2017,4.92,1,TRUE,Gremany,PHV,August
16781413,4/20/2016,4.98,73,FALSE,Gremany,TAXI,April
20863555,4/28/2017,4.92,5,FALSE,Gremany,TAXI,April
18650197,10/10/2016,4.8,4,FALSE,Spain,TAXI,October
56220134,12/20/2019,5,0,TRUE,Gremany,PHV,December
17700525,7/14/2016,4.81,57,TRUE,Spain,TAXI,July
26273597,3/12/2018,4.99,0,TRUE,Spain,TAXI,March
14571484,8/5/2015,4.9,9,TRUE,Gremany,TAXI,August
31723468,9/6/2018,4.84,0,TRUE,Gremany,TAXI,September
58524502,5/8/2020,4.99,0,TRUE,Gremany,PHV,May
267737,8/22/2011,4.98,5,TRUE,Gremany,TAXI,August
28679044,5/29/2018,4.94,0,TRUE,Gremany,TAXI,May
20566917,4/4/2017,4.79,4,TRUE,Gremany,TAXI,April
25687469,2/22/2018,4.97,19,TRUE,Gremany,TAXI,February
58141880,3/9/2020,4.94,0,FALSE,Gremany,TAXI,March
43448176,2/27/2019,4.99,6,TRUE,Gremany,TAXI,February
32123240,9/25/2018,4.92,5,FALSE,Gremany,TAXI,September
14478262,7/17/2015,4.91,1,TRUE,Gremany,TAXI,July
18689756,10/13/2016,4.77,29,TRUE,Gremany,TAXI,October
29203552,6/12/2018,4.85,3,FALSE,Gremany,TAXI,June
57446401,2/11/2020,5,0,FALSE,Gremany,TAXI,February
56162466,12/18/2019,5,0,FALSE,Gremany,TAXI,December
20037850,2/28/2017,4.98,12,TRUE,Gremany,TAXI,February
1408619,6/22/2012,4.85,18,FALSE,Gremany,TAXI,June
55427198,11/18/2019,4.97,0,TRUE,Gremany,PHV,November
57479126,2/13/2020,4.93,3,TRUE,Spain,TAXI,February
17216905,5/30/2016,4.98,0,FALSE,Gremany,TAXI,May
47536561,3/5/2019,4.73,7,TRUE,Gremany,TAXI,March
21047136,5/10/2017,4.8,15,TRUE,Spain,TAXI,May
25659846,2/21/2018,4.95,17,TRUE,Spain,TAXI,February
796,5/29/2011,4.53,0,TRUE,Gremany,TAXI,May
679355,1/26/2012,4.95,94,TRUE,Gremany,TAXI,January
20733519,4/18/2017,4.65,0,TRUE,Gremany,TAXI,April
43437808,2/26/2019,4.98,1,FALSE,Gremany,TAXI,February
20402073,3/23/2017,4.92,64,TRUE,Gremany,TAXI,March
1685444,7/30/2012,4.94,0,TRUE,Gremany,TAXI,July
5250990,4/16/2013,4.75,1,TRUE,Gremany,TAXI,April
31321500,8/16/2018,4.99,7,TRUE,Spain,TAXI,August
47694264,3/13/2019,4.96,6,FALSE,Gremany,TAXI,March
57015753,1/23/2020,4.95,0,TRUE,Gremany,PHV,January
1362072,6/12/2012,4.94,0,TRUE,Gremany,TAXI,June
1944612,8/23/2012,4.96,1,FALSE,Gremany,TAXI,August
53646971,9/5/2019,4.86,0,FALSE,Gremany,TAXI,September
35363183,2/11/2019,4.93,1,FALSE,Gremany,TAXI,February
1008517,2/20/2012,4.93,0,TRUE,Gremany,TAXI,February
789677,2/9/2012,4.96,1,TRUE,Gremany,TAXI,February
43419758,2/25/2019,4.87,2,TRUE,Spain,TAXI,February
26584985,3/22/2018,4.88,4,FALSE,Spain,TAXI,March
32554497,10/16/2018,4.87,0,FALSE,Gremany,TAXI,October
55012572,10/30/2019,5,0,TRUE,Gremany,PHV,October
50806147,5/27/2019,4.51,2,FALSE,Spain,TAXI,May
17470314,6/22/2016,4.62,2,TRUE,Spain,TAXI,June
16844712,4/26/2016,4.89,3,TRUE,Gremany,TAXI,April
1076953,3/13/2012,4.83,4,FALSE,Gremany,TAXI,March
49180514,4/23/2019,4.75,2,FALSE,Gremany,TAXI,April
56318275,12/23/2019,,0,FALSE,Gremany,TAXI,December
15425387,12/9/2015,4.62,0,FALSE,Gremany,TAXI,December
16625678,4/6/2016,4.99,4,FALSE,Gremany,TAXI,April
58509207,5/4/2020,4.93,0,FALSE,Gremany,TAXI,May
17527694,6/27/2016,4.98,0,TRUE,Spain,TAXI,June
2328,5/29/2011,4.93,4,FALSE,Gremany,TAXI,May
20472521,3/28/2017,4.8,0,TRUE,Gremany,TAXI,March
54527217,10/10/2019,4.97,0,TRUE,Gremany,TAXI,October
17011899,5/12/2016,4.44,0,TRUE,Gremany,TAXI,May
53778847,9/10/2019,4.81,0,TRUE,Spain,TAXI,September
9736767,2/18/2014,4.88,0,TRUE,Spain,TAXI,February
13931657,4/7/2015,5,6,TRUE,Gremany,PHV,April
54307447,10/1/2019,4.79,0,TRUE,Gremany,PHV,October
19929184,2/25/2014,4.95,0,TRUE,Spain,TAXI,February
55191527,11/7/2019,5,0,TRUE,Gremany,PHV,November
55462674,11/20/2019,4.89,0,TRUE,Gremany,PHV,November
24859767,12/28/2017,4.86,2,TRUE,Gremany,TAXI,December
1134,5/29/2011,5,0,TRUE,Gremany,TAXI,May
53326870,8/21/2019,4.71,0,TRUE,Gremany,PHV,August
33602858,12/4/2018,4.97,2,FALSE,Gremany,TAXI,December
18916410,11/1/2016,4.96,2,FALSE,Gremany,TAXI,November
53549715,8/31/2019,5,0,TRUE,Gremany,PHV,August
10219214,4/2/2014,4.77,111,FALSE,Gremany,TAXI,April
32714083,10/24/2018,4.73,8,TRUE,Spain,TAXI,October
31968583,9/18/2018,5,0,FALSE,Spain,TAXI,September
13270858,12/18/2014,5,1,FALSE,Gremany,TAXI,December
31604881,8/31/2018,4.96,13,TRUE,Spain,TAXI,August
19202237,11/29/2016,4.88,0,FALSE,Gremany,TAXI,November
57479358,2/13/2020,4.94,2,TRUE,Spain,TAXI,February
15773394,1/7/2016,4.94,0,TRUE,Spain,TAXI,January
19983514,4/18/2013,4.75,0,TRUE,Spain,TAXI,April
33741733,12/10/2018,4.95,15,TRUE,Spain,TAXI,December
51840832,6/20/2019,4.8,1,TRUE,Spain,TAXI,June
22406810,7/17/2017,5,23,TRUE,Gremany,TAXI,July
30603127,7/17/2018,4.86,5,FALSE,Gremany,TAXI,July
14033438,4/29/2015,4.92,0,FALSE,Gremany,TAXI,April
57464651,2/12/2020,4.94,0,TRUE,Spain,TAXI,February
57149192,1/29/2020,4.95,0,TRUE,Spain,TAXI,January
53750194,9/9/2019,4.93,0,TRUE,Gremany,PHV,September
56762435,1/10/2020,4.89,0,FALSE,Gremany,PHV,January
14530312,7/27/2015,4.9,1,TRUE,Spain,TAXI,July
2486563,10/4/2012,4.87,0,TRUE,Gremany,TAXI,October
33660790,12/7/2018,4.79,0,FALSE,Gremany,TAXI,December
48757488,4/5/2019,4.84,0,FALSE,Gremany,TAXI,April
24623325,12/14/2017,4.84,3,FALSE,Gremany,TAXI,December
55626387,11/28/2019,5,0,TRUE,Gremany,PHV,November
19928762,7/4/2014,5,0,TRUE,Spain,TAXI,July
5902609,5/27/2013,4.88,0,FALSE,Gremany,TAXI,May
34471366,1/15/2019,5,0,FALSE,Gremany,TAXI,January
57994160,3/4/2020,4.92,0,TRUE,Gremany,PHV,March
18237673,9/6/2016,4.84,0,FALSE,Gremany,TAXI,September
23197388,9/12/2017,4.91,0,FALSE,Gremany,TAXI,September
15750527,1/4/2016,4.95,0,TRUE,Gremany,TAXI,January
56742410,1/9/2020,5,0,TRUE,Gremany,PHV,January
55321636,11/13/2019,4.82,0,TRUE,Gremany,PHV,November
57310695,2/5/2020,5,0,FALSE,Gremany,TAXI,February
32006148,9/20/2018,4.91,0,FALSE,Gremany,TAXI,September
10673759,5/15/2014,4.96,0,TRUE,Gremany,TAXI,May
6443493,7/3/2013,4.98,0,FALSE,Gremany,TAXI,July
3164264,11/26/2012,4.96,0,TRUE,Spain,TAXI,November
55970547,12/11/2019,4.96,0,TRUE,Gremany,PHV,December
58648486,5/28/2020,4.83,0,TRUE,Gremany,PHV,May
1336129,6/6/2012,4.96,7,FALSE,Gremany,TAXI,June
29754846,6/26/2018,4,0,FALSE,Gremany,TAXI,June
54677171,10/16/2019,4.86,0,FALSE,Gremany,TAXI,October
28789957,6/1/2018,4.82,0,TRUE,Gremany,TAXI,June
54660245,10/15/2019,5,0,FALSE,Gremany,TAXI,October
58375566,4/6/2020,5,0,FALSE,Spain,TAXI,April
54716109,10/18/2019,4.97,0,TRUE,Gremany,PHV,October
25073715,1/11/2018,4.79,0,TRUE,Gremany,TAXI,January
55823254,12/5/2019,,0,FALSE,Gremany,TAXI,December
1057834,3/6/2012,5,0,TRUE,Gremany,TAXI,March
58968623,6/25/2020,4.97,0,TRUE,Gremany,PHV,June
58256633,3/16/2020,4.91,0,TRUE,Gremany,PHV,March
15596529,12/23/2015,4.99,7,TRUE,Gremany,TAXI,December
58858788,6/15/2020,4.93,7,TRUE,Gremany,PHV,June
31741384,9/7/2018,4.96,0,TRUE,Spain,TAXI,September
20138837,9/29/2013,4.97,2,TRUE,Spain,TAXI,September
31968498,9/18/2018,4.87,0,FALSE,Spain,TAXI,September
21853216,6/12/2017,4.96,9,TRUE,Gremany,TAXI,June
55306690,11/12/2019,5,0,FALSE,Gremany,TAXI,November
57992190,3/4/2020,5,0,TRUE,Gremany,PHV,March
22521360,7/25/2017,4.74,2,FALSE,Gremany,TAXI,July
48524500,3/25/2019,4.88,0,FALSE,Gremany,TAXI,March
613050,1/18/2012,5,0,FALSE,Spain,TAXI,January
20207747,6/6/2014,4.9,0,FALSE,Spain,TAXI,June
58939927,6/22/2020,4.7,16,TRUE,Gremany,PHV,June
21959622,6/19/2017,4.56,0,FALSE,Gremany,TAXI,June
19801686,1/30/2017,4.98,0,TRUE,Gremany,TAXI,January
34293308,1/3/2019,4.78,8,TRUE,Spain,TAXI,January
30712470,7/20/2018,5,0,FALSE,Gremany,TAXI,July
33769351,12/12/2018,4.86,1,FALSE,Gremany,TAXI,December
5823404,5/22/2013,4.52,0,TRUE,Gremany,TAXI,May
17690369,7/13/2016,4.98,2,FALSE,Gremany,TAXI,July
30572419,7/16/2018,4.89,7,TRUE,Gremany,TAXI,July
8502640,11/22/2013,4.93,0,TRUE,Gremany,TAXI,November
478600,12/2/2011,4.83,32,TRUE,Gremany,TAXI,December
20301244,3/17/2017,4.89,30,TRUE,Gremany,TAXI,March
19970693,5/4/2016,4.75,40,TRUE,Spain,TAXI,May
26348218,3/15/2018,4.94,8,TRUE,Gremany,TAXI,March
31311010,8/15/2018,4.93,63,FALSE,Gremany,TAXI,August
27187612,4/11/2018,4.94,12,TRUE,Spain,TAXI,April
18661928,10/11/2016,4.75,4,TRUE,Gremany,TAXI,October
2218645,9/14/2012,4.99,154,TRUE,Gremany,TAXI,September
10317860,4/11/2014,4.85,45,TRUE,Gremany,TAXI,April
57660751,2/21/2020,5,0,TRUE,Gremany,PHV,February
52836253,7/29/2019,4.68,1,TRUE,Gremany,TAXI,July
14424910,7/9/2015,4.94,13,TRUE,Spain,TAXI,July
8105237,10/24/2013,4.63,144,TRUE,Spain,TAXI,October
24585045,12/11/2017,4.95,48,TRUE,Gremany,TAXI,December
24719381,12/19/2017,4.95,1,FALSE,Spain,TAXI,December
14347799,6/23/2015,4.84,1,FALSE,Gremany,TAXI,June
24395999,11/30/2017,4.79,22,TRUE,Spain,TAXI,November
25232518,1/25/2018,4.94,1,TRUE,Spain,TAXI,January
13902692,3/31/2015,4.96,135,FALSE,Gremany,TAXI,March
3318026,12/7/2012,4.79,3,FALSE,Spain,TAXI,December
16948637,5/6/2016,4.98,4,TRUE,Spain,TAXI,May
13146138,12/4/2014,4.92,0,FALSE,Spain,TAXI,December
19879289,2/10/2017,4.66,0,TRUE,Gremany,TAXI,February
52887451,8/1/2019,4.91,2,TRUE,Spain,TAXI,August
20470527,3/28/2017,4.97,36,TRUE,Spain,TAXI,March
53364411,8/23/2019,4.9,5,TRUE,Gremany,PHV,August
10933608,6/10/2014,4.95,33,TRUE,Gremany,TAXI,June
53757706,9/9/2019,4.98,1,TRUE,Gremany,PHV,September
55790180,12/4/2019,4.97,1,FALSE,Spain,TAXI,December
19915923,6/11/2013,4.86,13,TRUE,Spain,TAXI,June
15656333,12/29/2015,4.87,41,FALSE,Gremany,TAXI,December
55945498,12/10/2019,4.93,2,TRUE,Gremany,PHV,December
55987880,12/12/2019,4.95,11,TRUE,Gremany,PHV,December
48367459,3/20/2019,4.94,3,TRUE,Spain,TAXI,March
15003372,10/19/2015,4.96,22,TRUE,Spain,TAXI,October
18765064,10/19/2016,4.96,95,TRUE,Gremany,TAXI,October
4009454,1/14/2013,4.98,132,TRUE,Gremany,TAXI,January
1111755,3/29/2012,4.97,11,FALSE,Gremany,TAXI,March
58136524,3/9/2020,4.93,0,TRUE,Gremany,PHV,March
58276402,3/18/2020,4.94,1,TRUE,Gremany,PHV,March
22937423,8/24/2017,4.82,18,TRUE,Gremany,TAXI,August
58435761,4/22/2020,4.83,0,TRUE,Spain,TAXI,April
53344965,8/22/2019,4.84,4,TRUE,Gremany,PHV,August
2525,5/29/2011,4.8,0,FALSE,Gremany,TAXI,May
15060225,10/27/2015,4.87,1,TRUE,Spain,TAXI,October
1769856,8/7/2012,4.91,24,TRUE,Gremany,TAXI,August
1951,5/29/2011,4.79,25,TRUE,Gremany,TAXI,May
50337224,5/8/2019,4.87,6,TRUE,Spain,TAXI,May
19646588,1/9/2017,4.91,61,TRUE,Gremany,TAXI,January
58639961,5/27/2020,5,0,TRUE,Spain,TAXI,May
22084565,6/28/2017,4.92,62,TRUE,Gremany,PHV,June
5810979,5/21/2013,4.84,5,TRUE,Spain,TAXI,May
30025768,7/3/2018,4.89,40,TRUE,Gremany,TAXI,July
24510782,12/7/2017,4.89,10,TRUE,Spain,TAXI,December
53670177,9/6/2019,4.9,0,TRUE,Gremany,PHV,September
58783731,6/10/2020,4.79,1,FALSE,Gremany,TAXI,June
33946826,12/20/2018,4.9,33,TRUE,Spain,TAXI,December
16782495,4/20/2016,4.96,106,TRUE,Gremany,TAXI,April
15256800,11/17/2015,4.91,5,TRUE,Gremany,TAXI,November
58773577,6/9/2020,4.97,2,FALSE,Spain,TAXI,June
476207,12/1/2011,4.73,25,TRUE,Gremany,TAXI,December
680,5/29/2011,4.9,30,TRUE,Gremany,TAXI,May
30667984,7/19/2018,4.96,32,TRUE,Spain,TAXI,July
56144730,12/17/2019,4.65,3,TRUE,Gremany,PHV,December
3684815,12/27/2012,4.84,0,TRUE,Gremany,TAXI,December
5151039,4/9/2013,4.92,13,TRUE,Gremany,TAXI,April
